transaction_id,user_id,amount,hour,tx_count_1h,is_international,is_night,is_fraud
TX000003365,U000408,385.0060842950074,15,0,0,0,0
TX000000332,U000387,58.89784827718543,16,0,0,0,0
TX000003694,U000767,130.60754670795703,17,0,0,0,0
TX000003568,U000928,68.32936781276656,12,0,0,0,0
TX000002728,U000384,25.9849043494225,20,0,0,0,0
TX000003667,U000715,98.53600961832414,20,0,0,0,0
TX000001630,U000190,88.65326103021573,18,1,0,0,0
TX000001116,U000088,603.9042055286002,9,1,0,0,0
TX000001849,U000776,83.69626575559599,20,2,0,0,0
TX000003554,U000109,8.670463551356283,16,1,0,0,0
TX000003153,U000209,37.53140102972958,12,1,0,0,0
TX000003265,U000041,380.39775785008,18,0,0,0,0
TX000001665,U000663,53.36376393870769,14,0,0,0,0
TX000000445,U000046,106.66280985152846,9,1,0,0,0
TX000002245,U000263,60.603699406458375,18,0,0,0,0
TX000000452,U000636,20.374292888472553,17,0,0,0,0
TX000001551,U000599,44.53726479323253,10,1,0,0,0
TX000004434,U000126,31.40321207566921,11,0,0,0,0
TX000002954,U000947,21.138234856913996,11,0,0,0,0
TX000000014,U000245,9.72871836405847,14,0,0,0,0
TX000003628,U000788,11.672066222095376,21,1,0,0,0
TX000000945,U000275,18.726043091518378,10,0,0,0,0
TX000000247,U000276,28.40799919848254,12,0,0,0,0
TX000004697,U000103,194.9162858256772,9,2,0,0,0
TX000000360,U000733,91.7756043273578,16,0,0,0,0
TX000004656,U000742,39.833303936759236,10,2,0,0,0
TX000001614,U000839,45.58232749235929,14,0,0,0,0
TX000002303,U000258,70.11944929361266,15,0,0,0,0
TX000004141,U000168,281.00142268895337,19,0,0,0,0
TX000003168,U000430,49.56952997714014,10,0,0,0,0
TX000002478,U000822,14.316234889878423,16,0,0,0,0
TX000004214,U000714,57.13926172900647,15,0,0,0,0
TX000004180,U000780,72.1212430933581,12,0,0,0,0
TX000004884,U000056,102.76596481571788,18,2,0,0,0
TX000003163,U000238,27.259433122430707,14,0,0,0,0
TX000000490,U000271,54.16458917551617,12,0,0,0,0
TX000000862,U000890,256.596599854039,21,1,0,0,0
TX000001740,U000637,49.18313506301175,9,2,0,0,0
TX000004099,U000327,58.69056406138688,16,1,0,0,0
TX000004385,U000731,36.43894088381165,9,1,0,0,0
TX000002447,U000607,43.18927496307675,14,0,0,0,0
TX000004230,U000963,11.348874123889745,20,0,0,0,0
TX000000506,U000085,30.192878211550276,21,0,0,0,0
TX000002677,U000147,11.418070461790139,20,0,1,0,0
TX000002995,U000078,58.996641497768394,13,0,0,0,0
TX000001942,U000648,71.45922027917176,9,0,0,0,0
TX000001222,U000007,102.90197961871847,15,1,0,0,0
TX000001113,U000533,89.62926527034833,10,0,0,0,0
TX000001905,U000976,85.43167432879915,14,0,0,0,0
TX000003423,U000107,82.94732401407836,15,3,0,0,0
TX000001877,U000390,44.290850744679645,21,2,0,0,0
TX000004672,U000090,88.2576609260406,13,0,0,0,0
TX000000433,U000419,111.89291029409999,10,0,0,0,0
TX000002364,U000062,29.09995437501192,19,0,0,0,0
TX000003154,U000858,19.326093529928357,16,1,0,0,0
TX000002835,U000999,40.453849414076664,21,0,0,0,0
TX000002092,U000002,101.71829147329886,9,0,1,0,0
TX000003010,U000771,49.717839445367005,19,2,0,0,0
TX000003162,U000367,34.49828766065315,12,0,0,0,0
TX000002945,U000888,17.32773869444275,12,1,0,0,0
TX000003916,U000539,50.02709062610403,17,0,0,0,0
TX000002916,U000308,45.806960451687054,10,0,0,0,0
TX000001102,U000256,440.70455374700583,14,0,0,0,0
TX000001448,U000316,188.346447243131,12,0,0,0,0
TX000001720,U000662,91.20464229808474,18,0,0,0,0
TX000004518,U000301,77.3500898983147,21,0,0,0,0
TX000003842,U000881,145.31293052889504,10,0,0,0,0
TX000000156,U000117,352.7552632145388,21,1,0,0,0
TX000002978,U000203,94.017353663271,9,1,0,0,0
TX000001773,U000786,66.32768987907532,19,0,0,0,0
TX000000615,U000916,62.12951649998501,16,0,0,0,0
TX000000643,U000164,12.144265060612984,20,0,0,0,0
TX000001935,U000835,12.14636164196022,13,0,0,0,0
TX000004277,U000130,20.767974424078478,17,0,0,0,0
TX000001068,U000815,34.20250197950314,12,0,0,0,0
TX000004454,U000182,193.9599144541203,13,0,0,0,0
TX000004154,U000578,146.9608520842537,12,0,0,0,0
TX000004239,U000757,50.48969928602302,15,0,0,0,0
TX000004868,U000014,63.23989160960503,18,0,0,0,0
TX000000330,U000879,53.933576637763075,10,0,0,0,0
TX000002057,U000834,130.8941761001707,9,1,0,0,0
TX000002646,U000328,37.69365965545729,10,0,0,0,0
TX000002191,U000076,86.6756218529592,16,0,0,0,0
TX000000622,U000187,358.5343590084723,20,1,0,0,0
TX000001595,U000578,19.89103833331849,18,0,0,0,0
TX000002915,U000645,346.75165542363663,19,0,0,0,0
TX000004821,U000368,45.42879280780579,21,0,1,0,0
TX000003898,U000577,83.8761094647296,13,0,0,0,0
TX000001919,U000258,34.052703326842064,12,0,0,0,0
TX000004173,U000418,20.775069378337083,13,2,1,0,0
TX000004477,U000292,116.34555378888516,12,0,0,0,0
TX000000755,U000407,759.2886930579892,16,0,0,0,0
TX000000518,U000006,60.300012162275195,11,2,0,0,0
TX000003803,U000964,64.03709384592943,19,0,0,0,0
TX000000032,U000695,53.86617744337426,16,1,0,0,0
TX000002937,U000607,43.399648614767436,12,0,0,0,0
TX000001157,U000589,519.2761410468627,12,2,0,0,0
TX000000744,U000525,91.62086416487992,12,0,0,0,0
TX000001497,U000692,182.79516894740024,10,0,0,0,0
TX000003459,U000207,16.9174503228187,10,0,0,0,0
TX000003755,U000173,7.622290061737131,13,1,1,0,0
TX000002591,U000706,34.560048417811316,19,0,0,0,0
TX000000783,U000103,100.54302499443621,12,1,1,0,0
TX000003493,U000578,31.966334030010835,17,0,0,0,0
TX000002949,U000434,10.69233100814719,15,0,0,0,0
TX000000229,U000074,107.72673066264743,21,0,0,0,0
TX000000857,U000174,87.48046894460607,12,0,0,0,0
TX000002266,U000408,9.220344635519249,19,0,1,0,0
TX000004274,U000970,7.229727606692547,10,1,0,0,0
TX000000408,U000783,61.57744381894817,15,0,0,0,0
TX000000170,U000789,22.431934039301147,17,0,0,0,0
TX000000540,U000054,125.92570775506833,14,0,0,0,0
TX000002210,U000322,15.636255151886733,9,0,0,0,0
TX000002304,U000379,401.68471497061466,15,1,1,0,0
TX000002567,U000642,104.7038869494173,19,0,0,0,0
TX000000613,U000133,17.71675767000752,19,2,0,0,0
TX000002101,U000356,22.15245766003742,13,0,0,0,0
TX000001808,U000113,11.232476816207825,12,1,0,0,0
TX000003438,U000443,15.05473233355411,13,0,0,0,0
TX000001161,U000360,539.6617598136376,21,0,0,0,0
TX000004225,U000118,91.82661134298667,20,1,0,0,0
TX000003119,U000510,285.83282532686343,10,1,0,0,0
TX000003652,U000545,85.18060847157868,16,0,0,0,0
TX000001610,U000820,40.779876271145326,15,2,0,0,0
TX000001932,U000880,34.284369246953034,9,0,0,0,0
TX000003027,U000098,85.56007161981016,18,1,0,0,0
TX000000564,U000512,181.49242588335645,14,0,0,0,0
TX000003571,U000624,202.75203675125567,13,1,0,0,0
TX000004247,U000799,490.89150803793945,14,0,0,0,0
TX000002388,U000559,132.97995613661774,19,1,0,0,0
TX000001471,U000464,29.67239331960485,17,2,0,0,0
TX000002630,U000864,73.44784372480986,10,0,0,0,0
TX000001835,U000008,78.3748844951653,18,1,1,0,0
TX000004928,U000176,804.2850517851881,3,3,1,1,1
TX000003475,U000552,15.110890881874486,10,1,0,0,0
TX000001533,U000465,47.105860201713114,20,0,1,0,0
TX000004327,U000799,134.36138560640097,19,0,1,0,0
TX000002484,U000235,31.51434579088716,10,0,0,0,0
TX000004207,U000213,3.143614765793367,21,0,0,0,0
TX000001172,U000572,60.59431664564499,15,0,0,0,0
TX000001427,U000952,18.11592950325124,20,0,1,0,0
TX000000325,U000001,16.212967535840118,18,2,0,0,0
TX000001051,U000293,81.10977900435773,11,0,0,0,0
TX000003319,U000650,555.5956169650449,12,1,0,0,0
TX000004721,U000597,91.65163157751363,21,0,0,0,0
TX000003864,U000452,37.64281569038615,20,1,0,0,0
TX000002603,U000164,16.6154559069525,13,2,0,0,0
TX000001738,U000959,141.2183948864146,9,1,0,0,0
TX000001196,U000498,53.53642166559269,21,2,0,0,0
TX000000620,U000318,24.767332440742454,20,0,0,0,0
TX000001374,U000204,237.73826163747972,10,1,0,0,0
TX000002879,U000570,45.271196055798384,14,1,0,0,0
TX000001189,U000581,20.73152617159295,17,0,0,0,0
TX000000328,U000211,101.91303148150668,12,0,1,0,0
TX000000648,U000573,43.339543791827055,18,1,0,0,0
TX000000897,U000942,63.225878446494406,15,1,0,0,0
TX000003882,U000500,8.638305289424409,13,0,0,0,0
TX000001123,U000453,17.40913532752359,17,0,0,0,0
TX000001891,U000302,54.94992246347854,10,1,0,0,0
TX000004643,U000552,218.9896269047034,14,1,0,0,0
TX000004791,U000321,36.60269096474957,14,1,0,0,0
TX000004529,U000935,31.469480289371063,17,4,0,0,0
TX000004234,U000214,11.438280782733946,12,0,0,0,0
TX000001593,U000626,134.819229595004,18,0,0,0,0
TX000003312,U000849,439.67993841982343,15,0,0,0,0
TX000002547,U000847,31.03842632784832,17,1,0,0,0
TX000001545,U000813,87.24971163857106,11,0,0,0,0
TX000004336,U000569,10.369995459925725,9,0,1,0,0
TX000001023,U000467,465.10833577447914,14,1,0,0,0
TX000001971,U000203,2.885249463393588,11,1,1,0,0
TX000004988,U000997,2489.477532264567,23,2,0,1,1
TX000001714,U000920,31.965967270017067,21,0,0,0,0
TX000001717,U000279,66.05578945766472,9,0,0,0,0
TX000001477,U000393,83.05744226519117,18,0,0,0,0
TX000000809,U000726,22.317981476446796,17,0,0,0,0
TX000002850,U000979,31.55497317948321,19,2,0,0,0
TX000000978,U000100,11.202054248355132,21,0,0,0,0
TX000004687,U000499,21.114003694240257,16,0,0,0,0
TX000004895,U000778,54.06327886553254,20,2,0,0,0
TX000001684,U000697,16.79296768907868,18,0,0,0,0
TX000004660,U000536,240.3174525880407,21,0,0,0,0
TX000001514,U000062,50.26551794830388,14,0,0,0,0
TX000002404,U000725,291.037489944704,19,0,0,0,0
TX000002021,U000166,72.05119715763284,9,1,0,0,0
TX000004553,U000685,20.776930832795117,9,0,0,0,0
TX000001767,U000112,45.79221907831844,12,0,0,0,0
TX000000174,U000912,72.00177700453384,9,0,0,0,0
TX000001554,U000584,43.533079966773094,18,0,0,0,0
TX000004215,U000040,95.42460156141763,10,0,0,0,0
TX000001482,U000125,307.03564588865464,14,1,0,0,0
TX000004461,U000726,347.01296466170174,17,2,0,0,0
TX000000217,U000258,43.08527938852938,15,1,0,0,0
TX000003914,U000524,12.194487916771763,19,0,0,0,0
TX000003720,U000149,147.75884424220817,18,0,0,0,0
TX000000690,U000851,38.05505146795968,18,0,0,0,0
TX000002577,U000787,147.94769120198316,15,2,0,0,0
TX000002233,U000004,133.2993483131753,19,0,0,0,0
TX000002238,U000998,36.34162167616541,11,3,0,0,0
TX000001106,U000360,100.76327007559796,11,0,0,0,0
TX000001789,U000711,208.60665516718097,20,0,1,0,0
TX000003188,U000455,133.346882244205,15,1,0,0,0
TX000002436,U000877,47.87183828752352,18,0,0,0,0
TX000000611,U000817,51.64613329125452,18,1,0,0,0
TX000003660,U000375,38.09034093568871,19,2,0,0,0
TX000003711,U000315,14.646247855382937,13,0,0,0,0
TX000000576,U000928,69.10413419251208,21,1,0,0,0
TX000002063,U000911,49.24354273623248,20,0,0,0,0
TX000004435,U000134,109.493352438966,14,0,1,0,0
TX000001180,U000468,65.35893468001119,21,1,0,0,0
TX000000888,U000028,98.55894845981325,15,2,0,0,0
TX000003128,U000642,58.714136514923915,21,0,0,0,0
TX000001732,U000958,53.54810421460943,9,0,0,0,0
TX000002663,U000882,21.150255711042092,13,0,0,0,0
TX000000817,U000766,132.90449607032352,12,2,0,0,0
TX000003277,U000948,62.44564493109064,19,0,1,0,0
TX000001859,U000839,70.83277651999104,17,1,0,0,0
TX000000208,U000011,91.3819235848647,15,0,1,0,0
TX000000293,U000786,127.68957167539492,18,1,0,0,0
TX000001119,U000461,156.1245983786136,16,0,0,0,0
TX000002213,U000846,34.7406220723061,14,0,0,0,0
TX000001609,U000622,42.421126212380706,17,0,0,0,0
TX000001264,U000797,64.67410076272226,17,1,0,0,0
TX000000990,U000927,67.24769938091481,12,0,0,0,0
TX000004197,U000811,11.408423298527003,14,0,0,0,0
TX000001616,U000276,73.60794058994914,12,0,0,0,0
TX000000353,U000073,46.52833445030616,15,0,0,0,0
TX000004557,U000118,78.26998404302006,11,0,0,0,0
TX000002022,U000321,212.86509235874635,21,0,0,0,0
TX000003690,U000896,93.07068374199534,13,1,0,0,0
TX000002555,U000893,93.18894382079995,21,1,0,0,0
TX000003048,U000600,83.55373294690213,12,0,1,0,0
TX000001228,U000802,143.14800811750834,14,0,0,0,0
TX000000259,U000643,118.46695411179823,21,0,0,0,0
TX000001519,U000780,348.6583721169263,10,0,0,0,0
TX000001777,U000736,52.61299818248697,16,1,0,0,0
TX000004739,U000925,110.1116423909003,20,0,1,0,0
TX000001770,U000341,57.03142583648821,13,0,0,0,0
TX000004353,U000556,10.248241180233206,12,0,0,0,0
TX000000052,U000510,27.745620271827672,17,0,0,0,0
TX000003473,U000929,18.90440443118618,16,2,0,0,0
TX000004683,U000416,27.126328288754806,15,2,0,0,0
TX000004411,U000965,51.363321520896555,15,0,0,0,0
TX000002409,U000846,17.317831812241355,9,1,0,0,0
TX000002787,U000555,14.937627059787378,12,0,0,0,0
TX000002344,U000516,6.338594651829191,17,1,0,0,0
TX000001033,U000479,104.29213375034338,10,0,0,0,0
TX000001097,U000423,7.4023633102079085,15,1,0,0,0
TX000000543,U000649,230.80394348801818,20,0,0,0,0
TX000001046,U000407,104.82820615903545,18,0,0,0,0
TX000001894,U000003,49.9807054920643,19,0,0,0,0
TX000004376,U000498,5.095412571419645,18,0,0,0,0
TX000000030,U000798,29.913006558600582,20,0,0,0,0
TX000000725,U000685,45.42291274036486,19,0,0,0,0
TX000004961,U000148,216.31460602649622,4,4,1,1,1
TX000004718,U000345,112.48578914849027,15,0,0,0,0
TX000003903,U000907,21.27307086512183,11,0,0,0,0
TX000001426,U000419,426.7537418738231,16,0,0,0,0
TX000002497,U000278,41.27429179715966,17,2,0,0,0
TX000000436,U000427,278.27658956476944,15,1,0,0,0
TX000002470,U000280,159.64906263457527,18,1,0,0,0
TX000000912,U000288,70.06221855098158,12,0,0,0,0
TX000004222,U000106,54.29541072602054,17,0,1,0,0
TX000004352,U000758,42.56056649071563,15,1,0,0,0
TX000004512,U000578,30.292127710350563,12,1,0,0,0
TX000004443,U000198,107.79488500518087,15,0,0,0,0
TX000002287,U000883,42.45569722313992,20,0,0,0,0
TX000004597,U000284,198.5962439941127,10,0,0,0,0
TX000001238,U000688,96.44598196064136,10,2,0,0,0
TX000000903,U000659,196.06610300630132,9,1,0,0,0
TX000003620,U000152,13.834155195393587,12,1,0,0,0
TX000003231,U000988,7.200799970677512,16,2,0,0,0
TX000002859,U000801,66.2945459727344,9,1,0,0,0
TX000000507,U000484,23.011848381775458,13,1,0,0,0
TX000003221,U000477,116.45386073167796,10,1,0,0,0
TX000000183,U000571,88.45309532983688,17,0,0,0,0
TX000001564,U000429,114.07360490310404,18,0,0,0,0
TX000002704,U000377,70.05695791178697,14,0,0,0,0
TX000000321,U000803,99.00368042334003,17,1,1,0,0
TX000003563,U000908,180.2946073625405,21,1,0,0,0
TX000001538,U000599,16.94687014035589,19,1,0,0,0
TX000001837,U000081,60.858999549409575,12,1,0,0,0
TX000002380,U000904,20.82680947406986,12,0,0,0,0
TX000001912,U000997,103.34274666713588,15,0,1,0,0
TX000001840,U000374,48.0125525683891,9,1,0,0,0
TX000002115,U000083,32.68075699314379,20,0,0,0,0
TX000004437,U000330,41.573181281505235,21,1,0,0,0
TX000001146,U000349,18.24196872132372,12,0,0,0,0
TX000002486,U000230,37.07227368580892,12,1,0,0,0
TX000000044,U000897,12.446979831068465,11,0,0,0,0
TX000002154,U000893,15.484433590773191,18,1,1,0,0
TX000001526,U000056,359.45403323305203,11,1,0,0,0
TX000004855,U000531,568.8712036115988,12,0,0,0,0
TX000001378,U000552,29.7963070180493,11,0,0,0,0
TX000001765,U000125,23.49419582993414,17,0,0,0,0
TX000003012,U000217,15.071965539143424,9,0,1,0,0
TX000000413,U000553,195.91420266693467,19,1,0,0,0
TX000004284,U000124,25.050837512965504,10,0,0,0,0
TX000001407,U000637,245.01848384285097,14,2,0,0,0
TX000001658,U000953,19.9545549330267,16,0,0,0,0
TX000000801,U000787,32.58836333652939,15,0,0,0,0
TX000001288,U000344,18.11306305717464,11,0,1,0,0
TX000002182,U000132,45.5863494818795,11,1,0,0,0
TX000002588,U000935,24.53158413310186,20,0,0,0,0
TX000002615,U000177,106.52082316549127,15,0,0,0,0
TX000002318,U000962,31.239966294634986,21,3,1,0,0
TX000000256,U000667,193.81636704875228,21,1,1,0,0
TX000004541,U000468,381.91385560070154,14,0,0,0,0
TX000001729,U000244,343.15549299716446,16,0,0,0,0
TX000001151,U000497,6.338295516947656,16,0,0,0,0
TX000004144,U000925,11.954277628990962,11,1,1,0,0
TX000000647,U000603,51.71278967844634,19,1,0,0,0
TX000002908,U000312,34.8128698609893,15,0,0,0,0
TX000001702,U000020,102.99922547712188,18,0,0,0,0
TX000001881,U000463,274.67341868994345,11,1,0,0,0
TX000003768,U000772,106.13403169625354,17,0,0,0,0
TX000001315,U000134,14.704649961109528,21,1,0,0,0
TX000002269,U000174,50.32375977440351,20,0,0,0,0
TX000001966,U000549,44.8203187304909,18,0,0,0,0
TX000002465,U000886,132.59386865344567,18,0,0,0,0
TX000003855,U000631,46.932048537385796,9,1,0,0,0
TX000001350,U000705,16.943545654114107,19,2,0,0,0
TX000003296,U000718,291.8946726833339,9,0,1,0,0
TX000000112,U000667,57.987658878032875,17,0,0,0,0
TX000003133,U000565,243.45648676894993,18,0,0,0,0
TX000000263,U000445,19.601622798789883,14,0,0,0,0
TX000001393,U000299,62.58560697122094,9,1,0,0,0
TX000001878,U000520,10.140748457127698,11,0,0,0,0
TX000001186,U000736,20.44038511624726,14,0,0,0,0
TX000003071,U000018,299.61989604397365,16,1,0,0,0
TX000000056,U000056,23.589046590676908,19,0,0,0,0
TX000001309,U000226,87.76811088306856,10,0,0,0,0
TX000000695,U000975,40.06301384512545,21,1,0,0,0
TX000002952,U000415,87.06639442981762,20,0,0,0,0
TX000001726,U000616,31.945667045131117,17,0,0,0,0
TX000002091,U000857,73.73476219821927,18,2,0,0,0
TX000003869,U000123,147.83816783285792,21,0,0,0,0
TX000000319,U000466,47.93552820362951,18,2,0,0,0
TX000004320,U000999,53.5237973151089,21,1,0,0,0
TX000000682,U000470,32.31332661122704,15,0,0,0,0
TX000003841,U000920,26.84852830622571,13,1,0,0,0
TX000003213,U000054,250.44482122556064,21,1,0,0,0
TX000002002,U000601,24.719195288366958,14,1,0,0,0
TX000004782,U000537,10.067660664991632,21,0,0,0,0
TX000004150,U000435,51.3978462998995,15,2,0,0,0
TX000000286,U000073,46.909250976374175,9,0,0,0,0
TX000001888,U000315,33.99320504172188,15,0,0,0,0
TX000002337,U000063,57.38446873490255,9,0,0,0,0
TX000002520,U000036,65.05359176660427,14,0,0,0,0
TX000002277,U000892,17.308642873960327,13,0,0,0,0
TX000002127,U000868,166.38788091063003,10,0,0,0,0
TX000003499,U000997,38.21877418990363,13,0,0,0,0
TX000004211,U000803,31.879151607589506,16,0,0,0,0
TX000002083,U000366,5.494892623293565,10,0,1,0,0
TX000000736,U000043,70.52940635810315,11,0,0,0,0
TX000004801,U000683,51.55270255190669,19,0,0,0,0
TX000000336,U000221,23.91492648720207,10,0,0,0,0
TX000002596,U000180,29.764002848405667,9,1,0,0,0
TX000002771,U000513,25.878736668280112,9,0,0,0,0
TX000003704,U000738,47.44755240416647,21,0,0,0,0
TX000004404,U000126,48.174294593882365,17,1,0,0,0
TX000001071,U000572,87.97395697594428,17,0,0,0,0
TX000002290,U000703,310.7223237886813,10,0,0,0,0
TX000001672,U000853,36.90111808360663,21,0,0,0,0
TX000004083,U000631,8.071662325411996,13,1,0,0,0
TX000004250,U000536,160.02713617659398,19,1,0,0,0
TX000004113,U000773,11.816993117778186,20,1,0,0,0
TX000004408,U000707,93.77595862856202,20,1,0,0,0
TX000003366,U000625,32.26942940822527,14,1,0,0,0
TX000001488,U000734,11.873911534059351,15,1,0,0,0
TX000000498,U000243,22.745828060291977,9,0,0,0,0
TX000004382,U000382,28.02652219371612,14,2,0,0,0
TX000003479,U000809,218.40461994969678,12,1,0,0,0
TX000002581,U000827,80.57264466332065,17,0,0,0,0
TX000003123,U000906,38.166975280788364,12,2,0,0,0
TX000002921,U000324,115.00841652708957,12,0,0,0,0
TX000004377,U000370,420.7629676546476,10,0,0,0,0
TX000002644,U000213,18.363536062734376,11,0,0,0,0
TX000004286,U000933,34.54859040425841,13,1,0,0,0
TX000004040,U000867,67.00443976881944,18,1,0,0,0
TX000002034,U000624,157.62359922654886,14,0,0,0,0
TX000001022,U000475,53.28449603637525,11,0,0,0,0
TX000002282,U000585,180.20757898811584,9,0,0,0,0
TX000004886,U000685,25.234902159423658,12,1,0,0,0
TX000004219,U000142,8.990218989664585,12,0,0,0,0
TX000003063,U000221,32.158213344257035,20,0,0,0,0
TX000004365,U000450,444.93995440141356,19,0,0,0,0
TX000000665,U000607,60.72953953367162,14,0,1,0,0
TX000003932,U000682,132.62213141592156,14,0,0,0,0
TX000002638,U000365,19.442785901838395,14,0,0,0,0
TX000003176,U000395,12.593928205812661,11,1,0,0,0
TX000004265,U000303,89.4393019170401,15,2,0,0,0
TX000003121,U000932,29.60173820788347,13,1,0,0,0
TX000001017,U000882,33.653402518629974,20,0,0,0,0
TX000000557,U000670,35.42585115265888,15,0,1,0,0
TX000002399,U000342,58.518581544141945,11,0,0,0,0
TX000001207,U000554,28.13738396727261,19,1,0,0,0
TX000002005,U000329,67.57875830235301,17,0,0,0,0
TX000002656,U000178,18.321332651839633,18,1,0,0,0
TX000002135,U000334,30.76563213220016,17,0,1,0,0
TX000001510,U000463,17.432057320418085,14,0,0,0,0
TX000001736,U000151,19.03572697993215,14,0,0,0,0
TX000000245,U000406,39.075620822729555,16,1,0,0,0
TX000001163,U000115,10.533927652545886,17,1,0,0,0
TX000003362,U000754,9.080302455468976,17,1,0,0,0
TX000000266,U000327,279.3348674690796,20,1,0,0,0
TX000002366,U000036,31.950842089263908,16,2,1,0,0
TX000001114,U000473,63.460578693650454,12,1,0,0,0
TX000000063,U000342,16.507145964682994,13,1,0,0,0
TX000002592,U000767,52.30942780004147,11,0,0,0,0
TX000002788,U000723,34.60088198123082,12,0,0,0,0
TX000002757,U000972,25.577624622617087,11,2,0,0,0
TX000003011,U000825,205.57206372853622,15,0,0,0,0
TX000003076,U000414,118.52874370047589,18,0,1,0,0
TX000002998,U000862,76.26212484791048,20,4,0,0,0
TX000002815,U000118,123.24222923332039,18,1,0,0,0
TX000002259,U000955,66.6162236877756,17,1,0,0,0
TX000004958,U000251,395.4106371999157,23,2,1,1,1
TX000003204,U000353,21.06648985016698,21,0,0,0,0
TX000001237,U000613,31.387563836223,11,0,0,0,0
TX000000103,U000850,24.47672658520321,19,0,0,0,0
TX000002643,U000589,28.443256750516767,21,0,0,0,0
TX000000272,U000691,174.71634133134296,15,1,0,0,0
TX000000508,U000270,57.312664941494056,10,1,1,0,0
TX000002226,U000463,225.78946730746765,9,0,0,0,0
TX000004933,U000265,118.56168732052618,3,5,1,1,1
TX000002441,U000634,217.33807243221125,11,2,0,0,0
TX000000865,U000481,37.05111478909812,10,0,0,0,0
TX000003326,U000046,54.46706238604949,17,2,0,0,0
TX000000908,U000231,104.11376350443341,10,1,1,0,0
TX000002114,U000581,114.52857388252174,11,0,0,0,0
TX000003896,U000876,219.9619391505721,17,0,0,0,0
TX000001627,U000998,196.5695596375791,19,1,0,0,0
TX000002873,U000776,30.42857911752822,12,1,0,0,0
TX000001522,U000665,43.53285329286627,10,0,0,0,0
TX000000835,U000542,69.00746813193201,11,1,0,0,0
TX000000358,U000875,75.39331121014442,14,1,0,0,0
TX000000138,U000444,123.16405133026717,14,1,0,0,0
TX000000299,U000152,102.47602224786449,12,0,0,0,0
TX000001556,U000869,136.12650350622258,9,1,0,0,0
TX000001003,U000628,28.590177714854615,18,0,0,0,0
TX000000382,U000455,6.528023879652988,16,1,0,0,0
TX000000941,U000882,130.64155196250542,12,0,0,0,0
TX000004446,U000385,22.685744852893055,15,0,0,0,0
TX000004854,U000825,177.96158571631784,15,0,0,0,0
TX000000761,U000258,61.68308934423777,16,1,0,0,0
TX000001705,U000329,42.894445643895466,12,1,0,0,0
TX000001873,U000179,119.06392482330966,15,2,0,0,0
TX000002550,U000527,11.178772727358497,16,0,0,0,0
TX000002086,U000024,32.84697982515844,17,0,0,0,0
TX000002197,U000855,55.65365630809,11,1,0,0,0
TX000000898,U000365,182.45598511971184,10,1,0,0,0
TX000003999,U000463,78.30785297855151,18,1,0,0,0
TX000003615,U000208,113.8221958689866,20,0,1,0,0
TX000001402,U000023,178.69923739895086,16,1,0,0,0
TX000003873,U000936,12.466874322118759,19,0,0,0,0
TX000003785,U000366,31.48301104048071,9,0,0,0,0
TX000004386,U000191,27.48721161266927,17,0,1,0,0
TX000002955,U000396,313.36329297903137,18,0,0,0,0
TX000001512,U000701,26.660356303860155,11,0,0,0,0
TX000001188,U000232,94.6373386995213,18,0,0,0,0
TX000002989,U000627,608.9137764963604,20,1,0,0,0
TX000002080,U000372,54.626983220706705,16,2,0,0,0
TX000004983,U000933,789.554495903252,3,6,1,1,1
TX000003437,U000288,15.236526181988843,13,1,0,0,0
TX000000108,U000283,70.63673893920246,16,0,0,0,0
TX000004698,U000619,61.94916934329761,21,0,0,0,0
TX000002827,U000308,51.31566112292354,14,0,0,0,0
TX000004747,U000174,18.42804521766686,15,0,0,0,0
TX000000058,U000820,76.04029760466724,18,0,0,0,0
TX000000076,U000522,59.563744084432095,14,3,0,0,0
TX000000796,U000457,52.48066657934747,18,2,0,0,0
TX000000368,U000174,60.200225523712646,19,0,0,0,0
TX000004905,U000413,111.15773179544794,3,2,0,1,1
TX000000785,U000092,160.89962535384228,19,1,0,0,0
TX000002088,U000120,34.700413072097405,14,1,0,0,0
TX000002314,U000823,106.26375434174662,17,0,0,0,0
TX000003384,U000525,164.99256699278814,13,1,0,0,0
TX000003605,U000795,24.756810387439916,21,1,0,0,0
TX000004111,U000365,25.093993511108636,17,1,0,0,0
TX000001902,U000072,176.4653672524009,9,2,0,0,0
TX000001703,U000690,165.62063504637527,13,1,1,0,0
TX000000121,U000815,21.99054405337271,13,1,0,0,0
TX000001844,U000681,64.0623220772027,15,1,0,0,0
TX000002369,U000342,187.88153289064257,18,0,0,0,0
TX000003728,U000507,16.449621562616564,13,0,0,0,0
TX000000910,U000159,40.13391610729208,21,0,0,0,0
TX000000124,U000569,98.18535735458744,10,0,0,0,0
TX000002572,U000219,40.460385191294755,14,0,0,0,0
TX000001586,U000823,65.13366579664249,13,0,0,0,0
TX000001257,U000503,83.01480865116817,9,0,0,0,0
TX000003441,U000891,29.54390420200468,16,0,0,0,0
TX000003480,U000633,40.35920158748763,17,2,1,0,0
TX000004108,U000863,44.68542662637589,16,1,0,0,0
TX000001178,U000862,20.316002842413464,9,0,0,0,0
TX000003463,U000969,151.9468280498929,19,2,0,0,0
TX000003469,U000436,43.875089539267094,13,1,0,0,0
TX000003467,U000924,62.297915537835856,15,0,0,0,0
TX000002103,U000357,168.24727704551552,15,0,0,0,0
TX000000442,U000546,6.907155477306536,15,0,0,0,0
